text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
dailywalk dailyexercise  improves mood and reduces depression eood lowers blood pressure and reduces,2020-07-04 07:00:00+00:00,Birmingham,1490,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
a thunderstorm must be the most relaxing thing to sleep to try this to help drift off tonight,2020-07-04 06:53:00+00:00,"Cirencester, England",4070,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
laurenrettie i recommend calm its a brilliant app and really works especially the sleep stories insomnia,2020-07-04 06:49:34+00:00,Cloud Cuckoo Land,120,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
description online mindfulness therapy for overcoming insomnia and sleep anxiety visit,2020-07-04 06:45:00+00:00,"Boulder CO, USA",28731,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
if theres any insomnias out there follow me of if any of my followers stan dreamcatcher plz let me know insomnia,2020-07-04 18:47:30+00:00,He/Him,268,neutral,male,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"anxiety is high tonight
lots of uncertainty about the future
my childrens school
my job
our country
all of whic",2020-07-01 04:31:00+00:00,A Yankee in the Deep South... ,579,positive,male,Individual,>=40,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
been awake since gonna be a long day insomnia,2020-07-01 04:25:20+00:00,,901,negative,female,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
realdonaldtrump another night of insomnia i mean if my wife didnt want to sleep with me i would be the same boat,2020-07-01 04:24:51+00:00,"Bakersfield, CA",77,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia is not fun im desperate so im giving things ive tried in the past a second go tonight melatonin,2020-07-01 04:15:14+00:00,"York, PA",201,negative,female,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"am amp i was awake so went down for a cuppa 
i was sitting on my rocking chair by the open french windows when",2020-07-01 04:13:36+00:00,"Berkshire, UK",1043,negative,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
"i took a nap at now ill be enjoying the sun coming up
insomnia sunrise over",2020-07-01 04:04:49+00:00,East Coast,276,neutral,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
insomnia soo bad no idea what to think about when i close my eyes going insane does anyone have any tips as t,2020-07-01 04:03:44+00:00,,1345,negative,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
having trouble sleeping as usual insomnia writingcommunity,2020-07-01 04:01:43+00:00,"Nova Scotia, Canada",5456,negative,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
guide to insomnia and technology by decision data sleep sleeping goodnight insomnia,2020-07-01 04:01:38+00:00,,411,neutral,male,Individual,30-39,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
platinum purple kush is a great nighttime cannabis strain if you suffer from insomnia or would like to wind dow,2020-07-01 03:50:13+00:00,,135,positive,male,Individual,<=18,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
ok so i added it all up and since january st i have had drumroll hours sleep that aint great insomnia,2020-07-01 03:44:27+00:00,United Kingdom,20,positive,female,Individual,19-29,amusement,no,0,3,Severe,Trying Therapies including drugs,No
haha this is me insomnia,2020-07-01 03:38:52+00:00,,4,positive,male,Individual,30-39,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
look whoever is dreaming about me please give me the night off ive already had sleepless nights i really nee,2020-07-01 03:34:59+00:00,"Basehor, KS",1730,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
ill be with you from dusk till dawn baby ill be right heere insomnia,2020-07-01 03:34:38+00:00,"Cairo, Egypt ",174,negative,female,Individual,<=18,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
shinee lucifer jonghyun 종현 taemin 태민 minho 민호 onew 온유 key 키 dreamcatcher 드림캐쳐 jiu 지유 sua 수아,2020-07-01 03:29:37+00:00,,303,neutral,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
theboymcnicoll morning gent insomnia,2020-07-01 03:24:33+00:00,,297,neutral,male,Individual,30-39,sadness,no,0,3,Severe,Trying Therapies including drugs,No
nope i really do not think sleep is over rated moreplease now insomnia,2020-07-01 03:17:01+00:00,Berkhamsted,1257,negative,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
note to self no more coffee after pm insomnia,2020-07-01 03:16:18+00:00,"Monterrey, Nuevo León",445,negative,female,Individual,19-29,amusement,no,0,3,Severe,Trying Therapies including drugs,No
"me 
pm time for some beauty sleep brain 
pm now is a great time to start researching preweddi",2020-07-01 03:02:31+00:00,"Boston, MA",434,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
enewsletter from headache in primary care curriculum developers ahsheadache is out on headachejournal artic,2020-07-01 02:56:47+00:00,"San Francisco, CA",1020,positive,female,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
waking up in the middle of the night and not being able to sleep again has been a new experience to me this has,2020-07-01 02:47:14+00:00,http://treystone.wordpress.com,8871,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
baking at pm why not insomnia,2020-07-01 02:41:59+00:00,Trinidad and Tobago,2926,neutral,female,Individual,<=18,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
its am and the reality is that im trying to stop myself asking incredulous questions of donald trump as provo,2020-07-01 02:21:38+00:00,London,353,neutral,female,Individual,19-29,annoyance,no,0,2,Severe,Not trying any remedies - Worried about next day,No
its a quarter past girl whats it gonna be can i freaking fall back to sleep insomnia,2020-07-01 02:20:31+00:00,,246,negative,female,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
trouble sleeping try my progressive muscle relaxation for sleep played over times on insighttimer,2020-07-01 02:20:15+00:00,"Melbourne, Australia",768,negative,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
this anxiety and insomnia revealed,2020-07-01 02:13:47+00:00,"British Columbia, Canada",1561,neutral,female,Individual,19-29,sadness,yes,0,4,Mild,Trying Home or Drug remedies,No
washington heights sounds like the gaza strip with all the explosions from illegal fireworks fireworksnyc,2020-07-01 02:09:06+00:00,,27,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
theixxgawd when insomnia be actin upgt ima be all over it,2020-07-01 02:03:46+00:00,Cali Love Baby 🌻,161,neutral,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"your heavenly father is your fortress and strength he doesnt stop working even though we rest 
psalm",2020-07-01 02:00:24+00:00,USA,1204,neutral,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
insomnia is back after a few nights of reasonable sleep hours i am back to being awake again mainly anxie,2020-07-01 01:45:32+00:00,The dark side,970,positive,female,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
sleep i take god beg you show my area na insomnia,2020-07-01 01:29:33+00:00,Federal Capital Territory,486,neutral,male,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"an ode to insomnia how to find solace in sleeplessness 
goodnightssleep sleephealth",2020-07-01 01:25:04+00:00,,18,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"are the days events keeping you from a good nights sleep join us pm est tonight
rsvp",2020-07-01 01:21:54+00:00,,78,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
ahh insomnia my old nemesis so we meet again here to make me relive every single mistake ive ever made in my lif,2020-07-01 01:18:58+00:00,,40,positive,female,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
online mindfulness therapy for overcoming insomnia and sleep anxiety visit,2020-07-01 01:05:01+00:00,"Boulder CO, USA",28746,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
sleep whats that insomnia,2020-07-01 00:57:04+00:00,MIA - MCO/BOS - PVD,48858,neutral,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
sometimes i am just fragile its scary and i keep walking alone i just cant see the light at the end,2020-07-01 00:21:02+00:00,,352,negative,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
"those moments that you are so excited you cant possibly sleep
insomnia",2020-07-01 00:13:19+00:00,The Netherlands,299,positive,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
and so sleep paralysis has just struck again was a scary one so thats me up all night now gonna need to get help,2020-06-30 23:49:01+00:00,"Girvan, Scotland",379,negative,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
i wonder if ill ever have a normal sleep pattern again how do you all sleep aargh halp insomnia,2020-06-30 23:43:34+00:00,,282,negative,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
gonna state the obvious tonight because insomnia but being a doctor is mentally fucking exhausting my brain is fried,2020-06-30 23:40:16+00:00,"Ipswich, England",838,negative,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
getting a good nights sleep what you need to know quality sleep is just as important to good health as are food,2020-06-30 23:35:27+00:00,,5,positive,male,Individual,30-39,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
sleepot_becca for her awesome phd dissertation proposal defense socialdistance style on cbti for insomnia,2020-06-30 23:14:21+00:00,University of Kansas Med Cntr,745,positive,female,Individual,<=18,indifference,no,0,3,Severe,Trying Therapies including drugs,No
anyone else bookmark this podcast to listen to when insomnia ampor migraine splits your skull,2020-06-30 23:07:45+00:00,"Maine & New Brunswick, Canada",1637,neutral,female,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
people tell me not to drink coffee at night but im still going to be up at am regardless ill just be more hype,2020-06-30 23:03:58+00:00,,75,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
my latest on sleep worry rumination and a few ways of managing them for psychtoday sleep insomnia cbti,2020-06-30 22:55:21+00:00,"Birmingham, AL ",1995,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
train for change meditation by christian thomas nowplaying music meditation sleep,2020-06-30 22:36:00+00:00,"Cirencester, England",4074,neutral,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
its approximately am already and im still about to sleep insomnia,2020-06-30 22:35:03+00:00,"Jeddah, K.S.A",194,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"buying taxlien certificates buying swampland on ebay for cheap investing in musicroyalties feverdream
insomnia investing",2020-06-30 22:19:56+00:00,"Chiyoda-ku, Tokyo",1945,positive,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
i got less than hours of sleep last night and about the same the night before and i still cant take a nap today,2020-06-30 22:12:04+00:00,"Mount Pleasant, MI",1790,negative,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
does anyone have experience taking sonata to fall asleep i used to take ambien not often because tolerance but,2020-06-30 22:03:17+00:00,"Clifton Park, NY",1246,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
hey everyone 𝙸𝚗𝚜𝚘𝚖𝚗𝚒𝚊 here  im so happy to be a part of this page here are some of my works all of th,2020-06-30 21:42:58+00:00,𝑩𝑹𝑬𝑨𝑻𝑯𝑰𝑵𝑮 𝑭𝑰𝑹𝑬,32,positive,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
message from a friend at chennai known people who were healthy without comorbidities are desaturating insomnia,2020-06-30 21:29:40+00:00,"Chennai, India",501,positive,male,Individual,<=18,awe,no,0,3,Severe,Trying Therapies including drugs,No
my brain when im trying to sleep part liferegrets memories insomnia whenimtryingtosleep justmilk romance,2020-06-30 21:13:10+00:00,Glasgow,1742,neutral,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
insomnia is a very common disease sleepdisorder for which major cause might be tension,2020-06-30 21:04:28+00:00,"New Delhi, India",997,negative,male,Individual,<=18,negative-fear,yes,0,0,Moderate,No clarity on remedies - Looking for help,Yes
today is the last day to catch the specials on the adult bedtime stories make sure you check it out by clicking th,2020-06-30 21:01:47+00:00,"Brunswick, GA",647,positive,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,No
lindahoguttu my dear lindahoguttu how are you fairing with insomnia,2020-06-30 20:17:53+00:00,Kenya,1196,neutral,male,Individual,19-29,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
just wrote about crafting processes being calming in the evening heres a lovely and helpful article about,2020-06-30 20:02:51+00:00,"Broadstairs, England",588,positive,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
